"ID","Title","Automation Type","Created By","Created On","Expected Result","Preconditions","Priority","Section","Section Description","Steps","Steps","Steps (Expected Result)","Steps (Step)","Type","Updated By","Updated On"
"C242","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:17 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 31
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Business
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 49
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 2850.4","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:28 PM"
"C243","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:17 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 31
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Business
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 50
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 2900.4","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:28 PM"
"C244","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:17 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 31
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Business
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 51
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:29 PM"
"C245","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:17 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 89
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Business
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 49
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 2850.4","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:32 PM"
"C246","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:17 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 89
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Business
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 50
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 2900.4","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:32 PM"
"C247","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:17 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 89
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Business
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 51
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:33 PM"
"C248","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:17 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 90
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Business
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 49
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 2850.4","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:33 PM"
"C249","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:17 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 90
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Business
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 50
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 2900.4","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:33 PM"
"C250","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:17 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 90
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Business
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 51
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:34 PM"
"C251","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:17 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 91
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Business
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 49
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:34 PM"
"C252","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:17 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 91
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Business
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 50
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:34 PM"
"C253","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:17 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 91
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Business
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 51
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:34 PM"
"C264","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:38 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 0
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 50
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:38 PM"
"C265","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:38 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 0
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 51
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:39 PM"
"C266","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:38 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 6
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 49
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 3350.9","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:40 PM"
"C267","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:38 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001

Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 6
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 50
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 3400.9","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:41 PM"
"C268","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:38 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 6
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 51
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:42 PM"
"C269","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:38 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 7
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 49
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 3350.9","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:42 PM"
"C270","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:38 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001

Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 7
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 50
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 3400.9","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:42 PM"
"C271","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:38 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 7
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 51
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:43 PM"
"C272","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:38 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 8
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 49
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 3200.75","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:44 PM"
"C273","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:38 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001

Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 8
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 50
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 3250.75","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:45 PM"
"C274","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:38 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 8
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 51
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:45 PM"
"C275","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:38 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 29
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 49
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 3200.75","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:45 PM"
"C276","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:38 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001

Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 29
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 50
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 3250.75","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:46 PM"
"C277","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:38 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 29
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 51
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:46 PM"
"C278","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:38 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 30
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 49
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 3200.75","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:46 PM"
"C279","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:38 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001

Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 30
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 50
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 3250.75","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:47 PM"
"C280","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:38 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 30
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 51
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:47 PM"
"C281","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:38 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 31
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 49
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 3050.6","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:48 PM"
"C282","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:38 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 31
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 50
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 3100.6","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:49 PM"
"C283","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:38 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 31
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 51
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:49 PM"
"C284","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:38 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 89
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 49
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 3050.6","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:58 PM"
"C285","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:38 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 89
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 50
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 3100.6","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:59 PM"
"C286","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:38 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 89
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 51
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:59 PM"
"C287","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:38 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 90
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 49
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 3050.6","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 6:00 PM"
"C288","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:38 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 90
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 50
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 3100.6","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 6:00 PM"
"C289","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:38 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 90
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 51
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 6:00 PM"
"C290","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:38 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 91
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 49
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 6:01 PM"
"C291","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:38 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 91
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 50
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 6:01 PM"
"C292","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:38 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 91
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 51
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 6:01 PM"
"C314","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 6:01 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: blank


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 1
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: First
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 1
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: Please fill all the fields.","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 6:03 PM"
